pnl,exit_reason,bars_held,entry_time,exit_time,entry_price,exit_price,r_multiple
-72.88995965878995,STOP_SAME,0,2021-06-16 18:00:00,2021-06-16 18:00:00,1856.5552659324167,1849.49170651016,-2.0662239678140586
-62.824045109604405,STOP_SAME,0,2021-06-16 18:15:00,2021-06-16 18:15:00,1853.6220147233137,1845.3082537600824,-1.857650220240968
-61.6156089616849,STOP_SAME,0,2021-06-18 12:20:00,2021-06-18 12:26:00,1785.7003282849928,1777.9317949030026,-1.8922194950203621
-56.66683082499071,STOP,1,2021-06-18 12:30:00,2021-06-18 12:46:00,1783.9453011823562,1775.5685744801538,-1.8086909927640356
-50.383363342853436,STOP,20,2021-06-18 14:55:00,2021-06-18 19:59:00,1775.3748450269254,1765.6664298384449,-1.6684910745229007
70.32133285104696,TARGET,11,2021-06-21 12:23:00,2021-06-21 15:10:00,1775.4406519903164,1793.5619537106386,2.409147974999199
-67.00695506326676,STOP,7,2021-06-22 05:22:00,2021-06-22 07:12:00,1782.43300922097,1776.1708484881767,-2.1900759223126043
69.53247375988019,TARGET,83,2021-06-24 14:49:00,2021-06-25 12:32:00,1778.7148321306217,1795.920567455667,2.3767249120036853
75.10128386385051,TARGET,18,2021-06-25 15:03:00,2021-06-25 19:43:00,1780.00073340543,1799.5464246232166,2.4505877866159156
80.58515832486997,TARGET,37,2021-07-01 15:14:00,2021-07-02 01:22:00,1770.4586803629895,1792.1232902017744,2.5066725876336493
79.44581538254396,TARGET_SAME,0,2021-07-02 12:30:00,2021-07-02 12:35:00,1778.1729016100137,1794.7463051338198,2.353255497289072
89.48762649637723,TARGET,116,2021-07-02 14:15:00,2021-07-06 01:29:00,1778.7064187745254,1801.6355232437231,2.5315549353231352
91.88045835346632,TARGET_SAME,0,2021-07-13 12:30:00,2021-07-13 12:40:00,1803.24741555182,1823.9342194841242,2.4739861729866233
98.57469698303869,TARGET,65,2021-07-13 12:57:00,2021-07-14 06:08:00,1802.7878304480323,1825.9052941837213,2.5290971579598334
97.35357969553837,TARGET,29,2021-07-15 10:23:00,2021-07-15 17:44:00,1826.3434018483022,1844.0321969995596,2.3775083773434993
-69.27026492088669,STOP,66,2021-07-20 14:44:00,2021-07-21 08:10:00,1812.5017953460972,1801.8866025226205,-1.614887037917869
-72.46489703861198,STOP,65,2021-07-26 12:40:00,2021-07-27 05:49:00,1801.1655841620075,1792.1476682276293,-1.745746679071932
-63.46744284015246,STOP,4,2021-08-04 14:15:00,2021-08-04 15:20:00,1814.5298742548882,1803.443144300658,-1.5843055739854228
-64.26668985409124,STOP,4,2021-08-09 14:03:00,2021-08-09 15:01:00,1735.5982732770162,1725.9691801340434,-1.656752826431061
-58.95973588160782,STOP,6,2021-08-09 15:00:00,2021-08-09 16:30:00,1732.2766858300984,1721.503262074183,-1.572032441231123
-70.60991181264507,STOP,4,2021-08-12 12:30:00,2021-08-12 13:37:00,1746.3821033126392,1739.1035570174122,-1.9437723738059216
81.24065691968704,TARGET,25,2021-08-16 06:17:00,2021-08-16 12:41:00,1772.4556570530058,1788.3254890097908,2.3268773439267454
-57.83298935171967,STOP,139,2021-08-17 14:15:00,2021-08-19 03:11:00,1782.8119856063258,1771.8953038174989,-1.5827812308070193
87.06617489626723,TARGET,33,2021-08-19 19:14:00,2021-08-20 04:22:00,1776.5966294562065,1796.4740849251752,2.4607351952125756
74.88816010663422,TARGET,18,2021-08-24 08:05:00,2021-08-24 12:42:00,1800.8492245645302,1811.8778799027032,2.0172708293922255
-80.3287992651746,STOP,40,2021-08-24 13:34:00,2021-08-25 00:38:00,1802.1340519296905,1795.3414888139448,-2.079911062776633
-86.12999747202464,STOP,21,2021-08-26 01:09:00,2021-08-26 06:29:00,1788.513119210479,1782.6924478410945,-2.3269138950819928
73.29264940940968,TARGET,18,2021-08-26 06:30:00,2021-08-26 11:03:00,1784.783658620879,1796.420318415998,2.076744347581945
-70.54630680007952,STOP,19,2021-08-27 08:24:00,2021-08-27 13:12:00,1796.730263880222,1789.090135750837,-1.9192125606730428
85.14827627240533,TARGET,2,2021-08-27 13:30:00,2021-08-27 14:00:00,1791.1721870170736,1809.4470903255806,2.408923940681005
91.86294644181044,TARGET_SAME,0,2021-08-27 14:00:00,2021-08-27 14:01:00,1789.5400242628803,1810.285624498808,2.4794329003032503
-83.53562806148804,STOP,38,2021-08-30 06:13:00,2021-08-30 15:35:00,1813.8187276937429,1807.2801274227445,-2.1481499904205226
-85.95862015755787,STOP,8,2021-08-31 10:53:00,2021-08-31 12:58:00,1813.1764952806218,1807.2218787036397,-2.309689322387982
-72.68643877392802,STOP_SAME,0,2021-08-31 13:15:00,2021-08-31 13:15:00,1809.2629968192318,1802.2896136422673,-2.0476577776587064
71.63446678873133,TARGET,18,2021-09-01 01:33:00,2021-09-01 06:09:00,1811.915987670287,1824.0927882058907,2.1041960245851383
78.64606044045148,TARGET,21,2021-09-01 07:38:00,2021-09-01 12:47:00,1812.0801734678944,1826.0167661494206,2.2168608878611002
-63.76792731492178,STOP,42,2021-09-10 13:34:00,2021-09-13 01:03:00,1791.1148526615923,1781.903336693991,-1.721167013072391
-79.31126653715404,STOP,36,2021-09-14 01:05:00,2021-09-14 10:09:00,1789.9215969387433,1783.7325443750467,-2.217016058854259
-62.74534010306322,STOP,3,2021-09-17 12:41:00,2021-09-17 13:25:00,1755.5923694398086,1747.55512499429,-1.8353215696100043
-57.572237659386886,STOP,4,2021-09-17 13:15:00,2021-09-17 14:16:00,1753.586479010897,1744.8295303331581,-1.7481759439229767
74.2997437520403,TARGET,13,2021-09-22 12:14:00,2021-09-22 15:25:00,1769.957135206323,1786.0682687535602,2.337844467578748
-60.84874652495174,STOP,5,2021-09-24 11:59:00,2021-09-24 13:03:00,1747.6042815520975,1739.5566903141366,-1.829085923089902
-63.34161970577516,STOP,6,2021-09-27 08:30:00,2021-09-27 10:04:00,1751.144959749801,1744.0311012241189,-1.9763176648848255
-59.0235492013246,STOP,77,2021-09-27 10:00:00,2021-09-28 06:17:00,1748.0714498627071,1740.6268785416312,-1.9173767448018022
-57.46688853835067,STOP,6,2021-09-29 12:40:00,2021-09-29 14:10:00,1736.578988239684,1729.3265937597557,-1.9412508953572718
-51.88620080778594,STOP_SAME,0,2021-09-29 14:15:00,2021-09-29 14:19:00,1733.6593414711442,1725.6339198052835,-1.8235320440721123
-47.75644462067657,STOP,8,2021-09-29 15:31:00,2021-09-29 17:34:00,1729.2062333983813,1720.512971060652,-1.7419214289646758
50.85566011584916,TARGET,3,2021-10-01 12:13:00,2021-10-01 12:45:00,1751.2412660342982,1761.0149303891174,1.9219224022078476
60.83736353081103,TARGET,18,2021-10-04 02:51:00,2021-10-04 07:19:00,1758.7844948585512,1772.2625220367586,2.214043649666032
-62.42495012211835,STOP,13,2021-10-05 03:44:00,2021-10-05 06:47:00,1760.7225968344328,1754.4818867186843,-2.1754879100790063
60.91787725503767,TARGET,22,2021-10-05 06:47:00,2021-10-05 12:27:00,1756.2588206213252,1769.81261497238,2.2195385267921064
-76.72328363916078,STOP,9,2021-10-06 02:14:00,2021-10-06 04:15:00,1755.9350160419312,1751.0450329735284,-2.676591428769513
-69.00195849568998,STOP,11,2021-10-06 04:15:00,2021-10-06 07:06:00,1753.8811057319413,1748.726991802241,-2.5433744549040482
-42.714559229740246,STOP,27,2021-10-08 14:34:00,2021-10-10 22:26:00,1759.8938531275796,1750.1549465075118,-1.6588150502933436
60.564474673920316,TARGET,5,2021-10-12 12:38:00,2021-10-12 13:48:00,1754.6079211434433,1773.2648079290943,2.4327232453724577
60.274432864689345,TARGET_SAME,0,2021-10-13 12:35:00,2021-10-13 12:37:00,1765.3604281145304,1780.7502502891132,2.308742367876041
66.30159853174737,TARGET,3,2021-10-13 12:45:00,2021-10-13 13:30:00,1763.5341643471922,1782.114495413046,2.4275157992836336
63.92832309901278,TARGET,1,2021-10-21 11:13:00,2021-10-21 11:26:00,1781.4043800458214,1795.3806780953512,2.232246254594895
-49.443949346743686,STOP_SAME,0,2021-10-22 15:33:00,2021-10-22 15:37:00,1796.9529888398336,1786.9328715490178,-1.6526970213628978
