pnl,exit_reason,bars_held,entry_time,exit_time,entry_price,exit_price,r_multiple
62.653032147999305,TARGET,2,2021-10-13 13:00:00,2021-10-13 13:30:00,1762.3899630738222,1782.186277586383,2.462843009731259
57.044124491385155,TARGET,22,2021-10-14 02:50:00,2021-10-14 08:17:00,1787.759814513028,1800.233928847639,2.1370945510564168
63.49754559066548,TARGET,1,2021-10-22 15:40:00,2021-10-22 15:59:00,1783.7297686093427,1798.6846466348688,2.281355339215245
-46.55120401264789,STOP_SAME,0,2021-10-22 15:45:00,2021-10-22 15:46:00,1795.099614575853,1784.3636388743998,-1.5995214984512187
73.88361809496972,TARGET,82,2021-10-22 16:00:00,2021-10-25 13:30:00,1793.0039749179793,1821.7359787694306,2.622573492711178
67.0896661973039,TARGET,1,2021-11-02 11:46:00,2021-11-02 12:13:00,1789.455299764718,1804.0776551900171,2.2627317178864446
71.20071544321998,TARGET,2,2021-11-16 14:14:00,2021-11-16 14:37:00,1862.0959082378781,1878.0662270394068,2.2974162541603236
-47.69464904490097,STOP,75,2021-11-19 17:45:00,2021-11-22 13:34:00,1848.9261285767748,1835.3745614330817,-1.4713458221633802
79.2819176776723,TARGET,74,2021-11-24 13:26:00,2021-11-25 08:46:00,1783.295161561951,1805.7239459053642,2.519944676557329
-48.32025553793942,STOP_SAME,0,2021-11-26 16:37:00,2021-11-26 16:43:00,1793.4800234710524,1780.1099335313488,-1.4621496568762293
-45.19834606474332,STOP,168,2021-11-26 16:45:00,2021-11-30 16:00:00,1790.5023223235514,1775.6561005808073,-1.4088819767919143
-49.7459187629234,STOP_SAME,0,2021-11-30 16:00:00,2021-11-30 16:00:00,1789.977063715208,1779.2131445129226,-1.5955948990979656
69.51511557451427,TARGET,30,2021-12-06 09:35:00,2021-12-06 17:01:00,1778.2311658819863,1793.609106987633,2.3031888505104097
73.73817763877848,TARGET,11,2021-12-07 13:31:00,2021-12-07 16:24:00,1776.3799554955242,1792.4928564608124,2.335525088937549
-65.3411431814925,STOP,94,2021-12-08 11:47:00,2021-12-09 12:17:00,1784.0143549735621,1776.7719332904644,-1.9772076568531682
83.57537149936346,TARGET,13,2021-12-15 19:35:00,2021-12-15 23:45:00,1758.927588230016,1787.9284389993445,2.633094623108685
85.65406209922683,TARGET,107,2021-12-21 15:45:00,2021-12-22 19:30:00,1787.4361205052724,1812.1804012452028,2.5635819978462244
-61.20010424653648,STOP,5,2022-01-05 19:09:00,2022-01-05 20:16:00,1817.257530053408,1808.1258619572177,-1.7423542637481322
85.81473861721408,TARGET_SAME,0,2022-01-07 13:36:00,2022-01-07 13:36:00,1783.7314928941792,1806.7146397736176,2.531337529429502
93.92467030318124,TARGET,90,2022-01-24 15:21:00,2022-01-25 14:45:00,1829.3757599198343,1859.8701233274942,2.63705628145817
-58.74015925032757,STOP,2,2022-02-04 13:32:00,2022-02-04 14:01:00,1802.5886714145458,1791.2877818438228,-1.5665824251830982
76.96648959456024,TARGET_SAME,0,2022-02-08 07:35:00,2022-02-08 07:37:00,1817.2355428242286,1829.6549574010162,2.1190670515883836
84.59892366712005,TARGET_SAME,0,2022-02-08 07:45:00,2022-02-08 07:46:00,1816.4259461008971,1830.719217756448,2.2345044748852922
106.50876710601595,TARGET,118,2022-02-22 08:59:00,2022-02-23 15:26:00,1898.3860399132334,1935.837318951953,2.692863091145642
116.26146586084693,TARGET,64,2022-03-07 13:30:00,2022-03-08 06:43:00,1976.16784746623,2033.233306960231,2.7892209478389662
121.0975121908798,TARGET,3,2022-04-22 10:23:00,2022-04-22 11:07:00,1936.4684795389712,1983.8415559214764,2.7517380967319944
130.37585118874563,TARGET,50,2022-08-03 14:16:00,2022-08-04 03:46:00,1759.983846450364,1815.8662130562795,2.808033359535916
142.89013332177225,TARGET,9,2023-07-27 13:23:00,2023-07-27 15:40:00,1955.0414960776097,2096.2306691614713,2.913918211784566
148.4152424251639,TARGET,27,2023-08-04 05:53:00,2023-08-04 12:42:00,1939.704197378747,2024.6044344226916,2.8599188140164022
157.08721756931283,TARGET,13,2023-08-09 10:16:00,2023-08-09 13:33:00,1928.7626049501707,2015.2877691594438,2.863251907922288
166.72106409103912,TARGET,34,2023-08-25 15:02:00,2023-08-28 00:32:00,1904.6062173165278,1997.7069434553648,2.8742551216533196
174.43317957585893,TARGET,2,2023-09-12 11:30:00,2023-09-12 12:12:00,1916.8516230244434,1991.8940867634728,2.8437386441609296
182.1075933653838,TARGET_SAME,0,2024-10-04 12:55:00,2024-10-04 12:55:00,2654.3243064256526,2739.0757595306522,2.8090864568679073
197.18195005812714,TARGET,8,2024-10-04 13:01:00,2024-10-04 15:03:00,2641.4565159643353,2776.709386393609,2.879821421493777
210.901944575201,TARGET,21,2025-10-02 14:54:00,2025-10-02 20:01:00,3837.81392254016,4110.171736162378,2.912453560046629
